source_platform,source_platform_url,data.id,data.desc,data.createTime,data.stats.collectCount,data.stats.commentCount,data.stats.diggCount,data.stats.playCount,data.stats.shareCount,data.author.nickname,data.author.id,data.duetDisplay,data.duetEnabled,data.author.uniqueId,video_url,sentiment_rulebased,voting.topic
tiktok.com,https://www.tiktok.com/@evp_pev,7551808860701363488,"Seit 40 Jahren ist klar: Die Heiratsstrafe verstösst gegen die Verfassung! Mit der Fairness-Initiative können wir die Heiratsstrafe endlich abschaffen. Damit die eine Diskriminierung aber nicht durch die nächste ersetzt wird, braucht es nun das Referendum gegen den Steuer-Schwindel mit der Individualbesteuerung! 👉 Jetzt unterschreiben! https://www.evppev.ch/politik/kampagnen/nein-zum-steuer-schwindel",2025-09-19 14:35:31,0,1,7,206,0,EVP Schweiz,7049272584890942470,0,,evp_pev,https://www.tiktok.com/@evp_pev/video/7551808860701363488,-0.11,0
tiktok.com,https://www.tiktok.com/@evp_pev,7551776935697747233,"✍️💻 Initiativen und Referenden bald online unterschreiben? Der Nationalrat hat für Pilotversüche mit E-Collecting die gesetzliche Grundlage geschaffen. Zudem soll es blinden und sehbehinderten Menschen künftig ermöglicht werden, selbständig abzustimmen.",2025-09-19 12:31:39,0,13,8,374,1,EVP Schweiz,7049272584890942470,0,,evp_pev,https://www.tiktok.com/@evp_pev/video/7551776935697747233,-0.19,0
tiktok.com,https://www.tiktok.com/@evp_pev,7551427450538904864,"🦊🦝 Wichtiger Schritt für den Tierschutz: Der Nationalrat verabschiedete einen griffigen Gegenvorschlag zur Pelzinitiative. Wenn nun auch der Ständerat zustimmt, ist der Import von tierquälerisch erzeugtem Pelz bald verboten.",2025-09-18 13:55:28,0,0,3,152,0,EVP Schweiz,7049272584890942470,0,,evp_pev,https://www.tiktok.com/@evp_pev/video/7551427450538904864,-0.61,0
tiktok.com,https://www.tiktok.com/@evp_pev,7549170066634345761,Diese Woche diskutierte das Parlament über «Ewigkeits-Chemikalien» oder PFAS. Klar ist: Das wird teuer...,2025-09-12 11:55:59,0,1,2,148,0,EVP Schweiz,7049272584890942470,0,,evp_pev,https://www.tiktok.com/@evp_pev/video/7549170066634345761,-0.27,0
tiktok.com,https://www.tiktok.com/@evp_pev,7548845541480779041,"10’000-Unterschriften-Petition der EVP zeigt Wirkung: Verbot von Auslandsadoptionen erleidet im Nationalrat Schiffbruch. Nik Gugger, selber Adoptivkind aus Indien, ist dankbar, dass sich eine überdeutliche Ratsmehrheit gegen die Stigmatisierung von betroffenen Familien ausgesprochen hat.",2025-09-11 14:56:18,1,0,5,208,0,EVP Schweiz,7049272584890942470,0,,evp_pev,https://www.tiktok.com/@evp_pev/video/7548845541480779041,-0.9,1
tiktok.com,https://www.tiktok.com/@evp_pev,7548502138771590432,"Kaum zurück, gewinnt der «Gesundbeter» Nik Gugger schon wieder im Nationalrat! Diesmal mit seinem Postulat für besseren Jugendschutz durch höhere Tabaksteuern.",2025-09-10 16:44:00,1,3,6,235,0,EVP Schweiz,7049272584890942470,0,,evp_pev,https://www.tiktok.com/@evp_pev/video/7548502138771590432,0.39,0
tiktok.com,https://www.tiktok.com/@evp_pev,7533524153085857056,Einen schönen 1. August! 🇨🇭,2025-08-01 08:05:52,0,0,6,234,0,EVP Schweiz,7049272584890942470,0,,evp_pev,https://www.tiktok.com/@evp_pev/video/7533524153085857056,0.01,0
tiktok.com,https://www.tiktok.com/@evp_pev,7522868966570659105,"Das Parlament möchte die Ehe als steuerliche Einheit abschaffen und Ehepaare stattdessen individuell besteuern. 💸 Ehepaare mit ungleichen Einkommen fallen damit unter einen höheren Steuersatz und bezahlen mehr: Das ist ein Steuer-Schwindel! 🗳️ Dagegen wehren wir uns und haben mit einer überparteilichen Allianz das Referendum ergriffen. Das Volk soll entscheiden! ⚠️ Hilf mit! Wir haben nur 3 Monate Zeit, um 50'000 Unterschriften zu sammeln. Unterschreibe jetzt! 👉 Infos und Unterschriftenbögen: steuer-schwindel-nein.ch #Individualbesteuerung #Steuerschwindel",2025-07-03 14:58:22,2,3,11,1301,0,EVP Schweiz,7049272584890942470,0,,evp_pev,https://www.tiktok.com/@evp_pev/video/7522868966570659105,0.13,1
tiktok.com,https://www.tiktok.com/@evp_pev,7518035903474847009,Für die EVP ist klar: Gesundheit ist ein Menschenrecht – auch für Sans-Papiers. Leider hat der Nationalrat eine Motion angenommen die den Zugang zu medizinischer Hilfe gefährdet und Betroffene noch stärker in die Unsichtbarkeit treibt.,2025-06-20 14:37:40,1,0,15,1021,0,EVP Schweiz,7049272584890942470,0,,evp_pev,https://www.tiktok.com/@evp_pev/video/7518035903474847009,-0.96,1
tiktok.com,https://www.tiktok.com/@evp_pev,7517924598705442081,"🌱 Die EVP sagt JA zur «Klimafonds-Initiative». Jetzt ist der Moment, in den ökologischen Umbau der Schweiz zu investieren – lieber heute handeln als morgen zahlen.",2025-06-20 07:07:25,2,0,16,647,0,EVP Schweiz,7049272584890942470,0,,evp_pev,https://www.tiktok.com/@evp_pev/video/7517924598705442081,0.12,0
tiktok.com,https://www.tiktok.com/@evp_pev,7517631042778402080,"Der Nationalrat will dem Zivildienst strategisch neue Vorschriften auferlegen, mit dem Ziel, diesen deutlich unattraktiver zu machen. Auch hat er ein Postulat angenommen, welches darauf abzielt, die willkürliche und schikanöse Gewissensprüfung zu reaktivieren. Ausserdem hat nun auch der Ständerat der Einführung einer Sicherheitsdienstpflicht und damit der faktischen Abschaffung des Zivildienstes zugestimmt. Geht das so weiter, wird das aktuelle Parlament bald den Zivildienst auf dem Gewissen haben. Die Schweiz würde ein Erfolgsmodell verlieren. Hier geht’s zur Medienmitteilung: www.evppev.ch/newsartikel/schwarzer-tag-fuer-den-zivildienst",2025-06-19 12:08:14,1,0,21,2038,3,EVP Schweiz,7049272584890942470,0,,evp_pev,https://www.tiktok.com/@evp_pev/video/7517631042778402080,-1.0,0
tiktok.com,https://www.tiktok.com/@evp_pev,7515369028974644512,Die EVP sagt klar Nein zur Lockerung der Kriegsmaterialexporte. Schweizer Waffen dürfen nicht in Konfliktgebiete gelangen wo Zivilisten gefährdet sind und das humanitäre Völkerrecht verletzt wird.,2025-06-13 09:50:32,2,0,12,816,0,EVP Schweiz,7049272584890942470,0,,evp_pev,https://www.tiktok.com/@evp_pev/video/7515369028974644512,-1.0,0
tiktok.com,https://www.tiktok.com/@evp_pev,7515095770257804577,"Die EVP lehnt die SRG-Initiative «200 Franken sind genug!» entschieden ab. Zu viel Sparen gefährdet Medienvielfalt, Regionalberichterstattung und Demokratie. Der Gegenvorschlag des Bundesrats ist schon ein grosser Einschnitt. Trotz über 70 Rednerinnen und Rednern stach das Votum von Nationalrat Marc Jost gegen die Initiative besonders hervor. Seht selbst: https://bit.ly/3SNyGWA und das Votum: https://bit.ly/4jXExUA",2025-06-12 16:10:07,3,0,24,1686,0,EVP Schweiz,7049272584890942470,0,,evp_pev,https://www.tiktok.com/@evp_pev/video/7515095770257804577,0.04,0
tiktok.com,https://www.tiktok.com/@evp_pev,7512859013185293601,"Am 28. Mai gab der Bundesrat grünes Licht für neue Verhandlungen mit den USA über Wirtschaft und Handel. Trump plant Strafzölle, die die Schweiz betreffen könnten. Die EVP unterstützt die Verhandlungen – die Schweiz hat die Argumente auf ihrer Seite! @MarcJost",2025-06-06 15:35:35,0,0,8,224,0,EVP Schweiz,7049272584890942470,0,,evp_pev,https://www.tiktok.com/@evp_pev/video/7512859013185293601,0.01,0
