source_platform,source_platform_url,data.id,data.desc,data.createTime,data.stats.collectCount,data.stats.commentCount,data.stats.diggCount,data.stats.playCount,data.stats.shareCount,data.author.nickname,data.author.id,data.duetDisplay,data.duetEnabled,data.author.uniqueId,video_url,sentiment_rulebased,voting.topic,engagement_score
tiktok.com,https://www.tiktok.com/@gruenech,7520284423749930242,"Gestern hat Bundesrat Pfister erklärt, dass der Kampfjets F-35  etwa 1 MILLIARDE CHF teurer wird als erwartet. ...oder eher als der „ Fixpreis“  Gleichzeitig präsentierte  FDP Bundesrätin Karin Keller Sutter ihr zukunftsfeindliches Sparpakets und appelliert daran,  die Ausgaben des Bundes zu senken.  Nicht mit uns!!  Bereits 25'000 Menschen sind bereit für das Referendum gegen das Sparpaket. Stay tuned",2025-06-26 15:44:28,0,0,41,976,0,Grüne Schweiz,6937189964334171141,0,,gruenech,https://www.tiktok.com/@gruenech/video/7520284423749930242,-0.23,0,-2.699870646352995
tiktok.com,https://www.tiktok.com/@gruenech,7519096730881756438,Zum Glück stimmen wir auch noch ab…  #Blatten #Klimafondsinitiative ,2025-06-23 10:55:38,0,18,75,1192,1,Grüne Schweiz,6937189964334171141,0,True,gruenech,https://www.tiktok.com/@gruenech/video/7519096730881756438,0.25,0,-0.3120440127256807
tiktok.com,https://www.tiktok.com/@gruenech,7517339772646395158,"Was Aline Trede sagt! 🤝 Kontext: Morgen stimmt der Nationalrat über die Klimafonds-Initiative ab und es braucht unbedingt ein Ja, als klares Zeichen für die Volksabstimmung. Mal schauen ob wir morgen auch noch vielen Dank sagen... Stay tuned!",2025-06-18 17:17:42,2,19,49,1089,2,Grüne Schweiz,6937189964334171141,0,True,gruenech,https://www.tiktok.com/@gruenech/video/7517339772646395158,0.01,0,-0.3156576141546661
tiktok.com,https://www.tiktok.com/@gruenech,7516957783430941974,"Löhne MÜSSEN zum Leben reichen! Die bürgerlichen Parteien wollen im Parlament die demokratisch legitimierten und gesetzlich verankerten Mindestlöhne per Bundesgesetz abschaffen – und kommen damit durch! Sie stellen sich so direkt gegen die Kantone, die, wie z.B. der Kanton Genf, bereits für Mindestlöhne gestimmt haben. Das werden wir nicht zulassen – wir setzen uns für einen Schweizweiten Mindestlohn ein.",2025-06-17 16:35:24,1,2,62,763,7,Grüne Schweiz,6937189964334171141,0,True,gruenech,https://www.tiktok.com/@gruenech/video/7516957783430941974,0.12,0,0.6681919399026452
tiktok.com,https://www.tiktok.com/@gruenech,7514986388840926486,"🗓️21.6., 🕔16:00 Uhr Bern, Schützenmatte 📍Umzug zum Bundesplatz Immer mehr Organisationen, darunter auch Amnesty International, kommen zum Schluss, dass Israel einen Völkermord an den Palästinenser*innen in Gaza begeht. Die Absicht einer ethnischen Säuberung wurde von der israelischen Regierung klar zum Ausdruck gebracht, was Teil einer fortgesetzten Politik der Grundrechtsverletzung des palästinensischen Volkes ist. Die Kriegsverbrechen der Hamas und anderer bewaffneter palästinensischer Gruppen vom 7. Oktober 2023 rechtfertigen in keiner Weise die von Israel begangenen völkermörderischen Handlungen und Kriegsverbrechen. Die israelische Armee hat in anderthalb Jahren mehr als 54.000 Menschen getötet, darunter mindestens 15.000 Kinder. Die indirekten Todesfälle und die Opfer, die immer noch unter den Trümmern liegen, sind in dieser Bilanz nicht berücksichtigt. Hinzu kommt der vorsätzliche Einsatz von Hunger als Kriegswaffe gegen mehr als zwei Millionen Menschen im Gazastreifen und die langjährige Besatzungs- und Apartheidspolitik Israels in den besetzten Gebieten, die eindeutig gegen das Völkerrecht verstossen. Als Depositarstaat der Genfer Konventionen und als Sitz des Uno-Menschenrechtsrates hat die Schweiz eine besondere Verantwortung. Die Untätigkeit, insbesondere des EDA, ist inakzeptabel und muss sofort enden. Eine breite Allianz von Kollektiven, Organisationen und Parteien ruft den Bundesrat dazu auf, entschlossen zu handeln. Schliesse dich uns an, komme an die Demo und teile diesen Post in deinem Umfeld! Diese Kundgebung ist bewilligt und friedlich, offen und zugänglich für alle, die dem Bundesrat klare Forderungen übermitteln möchten. Hasspropaganda, Rassismus, Islamfeindlichkeit oder Antisemitismus werden nicht toleriert.",2025-06-12 09:05:24,1,2,55,1870,1,Grüne Schweiz,6937189964334171141,0,,gruenech,https://www.tiktok.com/@gruenech/video/7514986388840926486,-0.4,1,-1.3376810551485079
tiktok.com,https://www.tiktok.com/@gruenech,7514945217003343126,"Nie ohne unseren Feminismus! Heraus zum #femstreik am 14. Juni💜 Wir kämpfen für die Gleichstellung, für Gerechtigkeit und stellen uns gemeinsam gegen die Angriffe auf unsere Rechte!💪 #14juni #feminismus #women #switzerland #womenempowerment ",2025-06-12 06:25:45,3,10,131,2049,3,Grüne Schweiz,6937189964334171141,0,True,gruenech,https://www.tiktok.com/@gruenech/video/7514945217003343126,-1.0,0,1.4706874752128365
tiktok.com,https://www.tiktok.com/@gruenech,7514605204503874838,Die Tiefsee ist in Gefahr!🐠🪸 Wir haben eine dringliche Interpellation gegen die Ausbeutung des Meeresbodens durch ein multinationales Schweizer Unternehmen eingereicht. Der Bundesrat muss das internationale Recht zum Schutz der Ozeane unbedingt durchsetzen! 🌊 #ocean #swisspolitics #switzerland #animalrescue ,2025-06-11 08:26:13,1,4,27,566,3,Grüne Schweiz,6937189964334171141,0,True,gruenech,https://www.tiktok.com/@gruenech/video/7514605204503874838,-0.99,0,-1.6248260899669948
tiktok.com,https://www.tiktok.com/@gruenech,7512880854763506966,,2025-06-06 16:54:49,0,0,29,808,1,Grüne Schweiz,6937189964334171141,0,,gruenech,https://www.tiktok.com/@gruenech/video/7512880854763506966,0.0,0,-2.5773381432288915
tiktok.com,https://www.tiktok.com/@gruenech,7510872303979253014,Wem geht es auch so? 💜  #femstreik25,2025-06-01 07:00:39,0,0,34,1010,1,Grüne Schweiz,6937189964334171141,0,True,gruenech,https://www.tiktok.com/@gruenech/video/7510872303979253014,0.0,0,-2.367043036096832
tiktok.com,https://www.tiktok.com/@gruenech,7508792280279534870,Wogegen gehen wir noch so am 14. Juni auf die Strasse? ,2025-05-26 16:29:04,1,5,61,1038,0,Grüne Schweiz,6937189964334171141,0,True,gruenech,https://www.tiktok.com/@gruenech/video/7508792280279534870,0.0,0,-1.9766660137206542
