source_platform,source_platform_url,data.id,data.caption.text,data.caption.created_at,data.media_type,data.like_count,data.comment_count,sentiment_rulebased,voting.topic
instagram.com,https://www.instagram.com/diejungemitte_ch/,3646669179832923528_9611741297,"Die Individualbesteuerung ist ein #Bürokratiemonster und würde von allen #Kantonen und #Gemeinden verlangen, ihre Steuertarife anzupassen. Das ist unverhältnismässig. 📉 Die #Heiratsstrafe kann einfacher und gezielter abgeschafft werden. 💍👰‍♀️🤵💒 #diemitte #diemitteluzern #freiheit #solidarität #verantwortung #zusammen #zusammenhalt #wirhaltendenkantonluzernzusammen #wirhaltendieschweizzusammen #lösungen #konsens #luzern #kantonluzern #ehe #familien #mittelstand #finanzen #steuern #heiratsstrafe #abschaffe #fairnessfüralle 🎥 @srfarena",2025-06-03 07:51:15+00:00,2,126,2,0.21,0
instagram.com,https://www.instagram.com/diejungemitte_ch/,3643330748140359122_2258948227,Unser ❤️ schlägt für das Lötschental.,2025-05-29 17:14:53+00:00,1,106,0,-0.03,0
instagram.com,https://www.instagram.com/diejungemitte_ch/,3641129070176234790_1383293655,"Immer mehr junge Menschen werden aufgrund ihrer psychischen Probleme arbeitsunfähig. 🚨 Die dadurch verursachten Kosten sind die Folge unseres dysfunktionalen Gesundheitssystems. 💸 Letzte Woche erschien bei der #Rundschau ein Beitrag zu den steigenden IV-Renten. Was in der Diskussion leider vergessen geht, ist die Ursache, wieso immer mehr Leute arbeitsunfähig werden. ⚠️ Keine IV-Reform wird zu weniger Gesuchen führen, hierfür braucht es ein funktionierendes Gesundheitssystem ohne monatelange Wartezeiten.  Hierfür setzen wir uns ein, mehr dazu findest du im Positionspapier zur psychischen Gesundheit. 🧠🩺 #MentalHealth #Gesundheitspolitik #Sachpolitik #IVRenten #GesundeJugendJetzt #DieJungeMitte",2025-05-26 16:35:20+00:00,2,143,19,-0.65,1
instagram.com,https://www.instagram.com/diejungemitte_ch/,3635819105110719661_48850732865,Ensemble pour la cohésion plutôt que la division. Pour une Suisse libre et solidaire. Tu veux être de la partie la prochaine fois ? Deviens membre maintenant ! Lien dans le bio. 🚀 Gemeinsam für Zusammenhalt statt Spaltung. Für eine freie und solidarische Schweiz. Du willst nächstes Mal auch dabei sein? Jetzt Mitglied werden! Link in der Bio. 🚀,2025-05-19 08:30:35+00:00,8,111,1,0.43,0
instagram.com,https://www.instagram.com/diejungemitte_ch/,3633984427528874543_2258948227,"✨ Gleichzeitig mit dem Kongress der Jungen Mitte Schweiz fand in Chișinău, Moldawien, der YEPP-Kongress unter dem Titel «Europe in the making: Moldova’s path & the future of EU integration» statt. Unsere Delegierten @michele_roncoroni @greg.aostalli und @alexandraleibenguth waren bis Samstag vormittag mit dabei. 🗺️ Angesichts der aktuellen geopolitischen Lage hätte der Zeitpunkt kaum passender sein können: Im Fokus standen Moldawiens Weg in die EU nach dem knappen Ja beim EU-Referendum – und die Rolle Transnistriens, das nach wie vor von russischen Truppen besetzt ist und unter massiver Propaganda steht. 🎭 Theorie traf auf Realität: Wir erlebten sowohl das pro-europäische EU-Fest als auch prorussische Autokonvois – ein Kontrast, der die Spannungen vor Ort deutlich machte. 🎓 Auch Bildung war Thema: die Annäherung an europäische Bildungsstandards, der Kampf gegen den Brain Drain und die Zukunftsperspektiven für junge Moldawier:innen.",2025-05-16 19:45:26+00:00,8,105,0,-1.0,0
instagram.com,https://www.instagram.com/diejungemitte_ch/,3632227466726728819_2258948227,"Am vergangenen Wochenende fand unser Kongress in Martigny im schönen Kanton Wallis statt. Wir blicken auf eine unvergessliche und schöne Zeit zurück, welche uns allen noch lange in Erinnerung bleiben wird. Anbei sind einige Impressionen. 🚀💜🧡 #diejungemitte #kongress2025 #martigny #wallis",2025-05-14 09:34:40+00:00,8,140,1,0.02,0
instagram.com,https://www.instagram.com/diejungemitte_ch/,3627788856111862256_2258948227,"8. Mai - Tag der Befreiung Heute vor 80 Jahren endete der Zweite Weltkrieg und damit unendliches Leid für die Opfer. Hoffnung haben in dieser Zeit diejenigen gegeben, die für die Grundrechte der Menschen und für die Demokratie gekämpft haben. Das verpflichtet und nimmt uns, die heutige Generation, in die Verantwortung. Wir als Junge Mitte möchten an diese Verantwortung appellieren, denn sie ist auch für die kommende Generation entscheidend. #diejungemitte #verantwortung #tagderbefreiung #8mai",2025-05-08 06:35:56+00:00,8,72,0,-0.29,1
instagram.com,https://www.instagram.com/p/DJYfr5oqxHw/?img_index=1,3627318224114853624_2258948227,"Sparen ja, aber nicht auf Kosten der Zukunft🚀 Die Junge Mitte fordert Verantwortung und Weitsicht. Bildung, Klimaschutz und soziale Sicherheit sind Investitionen, keine Sparobjekte!🌍📚⚖️ Für eine verantwortungsvolle Finanzpolitik, die die zukünftigen Generationen respektiert. Weitere Informationen: www.diejungemitte.ch/vernehmlassungen #diejungemitte #vernehmlassung #entlastungspaket #sparen #bund",2025-05-07 15:01:27+00:00,2,45,0,0.03,0
instagram.com,https://www.instagram.com/p/DJYfr5oqxHw/?img_index=1,3626745375679463771_2258948227,"Gesichter, Stimmen, Visionen. ✨ Wir stellen dir die Redner vor, die das Herz unseres Kongresses 2025 höher schlagen lassen werden.  Danke, dass Ihr dazu beiträgt, unsere Überlegungen und Debatten zu bereichern. 🗣️ #kongress2025 ##diejungemitte  #martigny",2025-05-06 20:02:44+00:00,8,89,0,0.24,0
instagram.com,https://www.instagram.com/p/DJYfr5oqxHw/?img_index=1,3625928169920086897_2258948227,"Sparen ja, aber nicht auf Kosten der Zukunft! 🚀 Die Junge Mitte fordert Verantwortung und Weitblick. Soziale Sicherheit, Bildung und Klimaschutz und sind Investitionen - keine Sparobjekte. Für eine verantwortungsvolle, generationengerechte Finanzpolitik. ⚖️📚🌍 Mehr unter: www.diejungemitte.ch/vernehmlassungen #diejungemitte #vernehmlassung #entlastungspaket #sparen #bund",2025-05-05 16:59:05+00:00,8,47,1,0.03,0
instagram.com,https://www.instagram.com/p/DJYfr5oqxHw/?img_index=1,3624246415773513578_2258948227,"🗞️Heute ist der Internationale Tag der Pressefreiheit. Als Junge Mitte setzen wir uns für eine starke, unabhängige Medienlandschaft ein. Freie Presse ist unverzichtbar für Demokratie, Rechtsstaat und eine informierte Gesellschaft. Sie ermöglicht kritische Berichterstattung und schützt vor Machtmissbrauch. #diejungemitte #tagderpressefreiheit #pressefreiheit  #demokratie #informationsfreiheit #3mai",2025-05-03 09:17:45+00:00,8,62,0,-0.18,0
instagram.com,https://www.instagram.com/p/DJYfr5oqxHw/?img_index=1,3614777968496805577_2258948227,"Frohe Ostern! 🐰🐣 Die Junge Mitte Schweiz wünscht euch allen ein schönes Osterfest und erholsame Tage mit euren Liebsten. In Zeiten voller Herausforderungen ist Zusammenhalt wichtiger denn je. Lasst uns gemeinsam für eine Schweiz einstehen, die Lösungen sucht, Brücken baut und Verantwortung für die Zukunft übernimmt.",2025-04-20 07:46:03+00:00,8,72,0,0.71,0
instagram.com,https://www.instagram.com/p/DJYfr5oqxHw/?img_index=1,3613577786073760250_2258948227,"Das diesjährige Sommercamp findet vom 7. August bis am 10. August in Malters im Kanton Luzern statt. ⛰️☀️ Im Sommercamp bearbeiten wir spannende Themen zu unserer Strategie, Vision und auch erste Vorbereitungen für die kommenden Wahlen werden gemacht. Die Geselligkeit kommt neben der politischen Arbeit nicht zu kurz und es wird diversen Aktivitäten ausserhalb von Diskussionen und Referaten geben. Deshalb musst auch Du unbedingt dabei sein! ❗️ Ab sofort kannst du dich für das Sonmercamp auf unserer Website anmelden. Die Plätze sind begrenzt und werden nach dem Prinzip «first-come-first-served» vergeben.  #diejungemitte #sommercamp #malters #luzern",2025-04-18 16:01:42+00:00,2,35,1,0.73,0
instagram.com,https://www.instagram.com/p/DJYfr5oqxHw/?img_index=1,3598375974362213577_2258948227,"Das Programm unseres Kongresses steht fest! 🧡 Gestalte mit uns die Zukunft an unserem Kongress, der vom 9. bis 11. Mai stattfindet. 🚀 Noch bis zum 6. April kannst du dich anmelden (https://diejungemitte.ch/veranstaltungen/kongress2025) – sei dabei und erlebe ein inspirierendes und unterhaltsames Wochenende! 🎉",2025-03-28 16:37:53+00:00,8,44,0,0.31,0
instagram.com,https://www.instagram.com/p/DJYfr5oqxHw/?img_index=1,3597003236963850886_2258948227,"Der wachsende Antisemitismus in der Schweiz macht der Jungen Mitte grosse Sorgen. Es reicht nicht, Antisemitismus zu verurteilen – wir müssen ihn bekämpfen. Bildung, klare gesetzliche Regelungen und entschlossene Massnahmen sind jetzt notwendig. #diejungemitte #antisemitismus #antisemitismusbekämpfen #forderungen",2025-03-26 19:10:25+00:00,8,105,0,-0.89,0
instagram.com,https://www.instagram.com/p/DJYfr5oqxHw/?img_index=1,3594865341494916603_2258948227,🔥🚀 Anlässlich der kantonalen Wahlen in Neuenburg wurden zwei Mitglieder der Jungen Mitte als Abgeordnete in den Grossen Rat gewählt. Wir gratulieren @manonfreitag und @marty.jonathan herzlich zu ihrer Wahl und wünschen ihnen viel Erfolg in der neuen Legislaturperiode. 🧡,2025-03-23 20:22:47+00:00,1,62,0,0.42,0
instagram.com,https://www.instagram.com/p/DJYfr5oqxHw/?img_index=1,3593140340509087876_2258948227,"📣⚠️ Die Junge Mitte unterstützt ihre junge und kompetente Staatsrätin @valeriedittli und würdigt die Transparenz, die sie stets an den Tag gelegt hat. Wir sprechen ihr das Vertrauen aus und verurteilen entschieden die anhaltenden Angriffe, denen sie ausgesetzt ist und die dazu beitragen, junge Menschen zu entmutigen, sich politisch zu engagieren und Verantwortung zu übernehmen.",2025-03-21 11:15:31+00:00,8,222,1,-0.72,0
instagram.com,https://www.instagram.com/p/DJYfr5oqxHw/?img_index=1,3593005682697959116_2258948227,Heute ist der Internationale Tag der Wälder und der Gletscher🌲🗻 Als Junge Mitte setzen uns für den Erhalt der Wälder und Gletscher ein. Sie sind von enormer Bedeutung für die Biodiversität aber auch für unser Ökosystem. Beide übernehmen dabei wichtige Funktionen. 👉🏻 Mehr Informationen zu unseren Forderungen stehen im Post oder unserem Positionspapier «Klima und Energie». Das findest du auf unserer Website. #diejungemitte #tagdeswaldes #welttagdergletscher  #klima #energie,2025-03-21 06:47:59+00:00,8,41,0,0.48,1
instagram.com,https://www.instagram.com/p/DJYfr5oqxHw/?img_index=1,3588175782442886104_2258948227,"Letzte Woche wurde im Ständerat eine Motion angenommen, welche einen nationalen Aktionsplan zum Schutz einheimischer Fischarten fordert. Die Junge Mitte begrüsst diesen Entscheid und dankt @regazzifabio @danieljositsch & Céline Vara für ihren Einsatz für unsere Fische. 🐟❤️ #DieJungeMitte #Biodiversität  #Forelle #Äsche #Salmoniden",2025-03-14 17:34:19+00:00,2,102,10,0.2,1
instagram.com,https://www.instagram.com/diejungemitte_ch/,3586551984316595337_2258948227,"Der neue Die-Mitte-Bundesrat heisst Martin Pfister. Er wird mit 134 Stimmen zum Nachfolger von Viola Amherd gewählt. Herzliche Gratulation zur Wahl! 🧡 Wir sind überzeugt, dass mit Martin Pfister eine Persönlichkeit in den Bundesrat gewählt wurde, die mit langjähriger Erfahrung und grossem Engagement eine lösungsorientierte Politik für die Schweiz und die nächsten Generationen gestalten wird. Lieber Martin wir wünschen Dir alles Gute und viel Erfolg bei Deiner neuen grossen Aufgabe. Möge Dein Einsatz für eine nachhaltige und zukunftsgerichtete Entwicklung unseres Landes Dir viel Freude bereiten. #diejungemitte #bundesrat #wahlen #zug",2025-03-12 09:05:37+00:00,1,159,0,1.0,0
instagram.com,https://www.instagram.com/diejungemitte_ch/,3585239622800215739_2258948227,"Letztes Wochenende fand unser Skiweekend auf der Belalp im wunderschönen Oberwallis statt. 🏂⛷️❄️ Unser Highlight war klar der Überraschungsbesuch von Bundesrätin @viola.amherd , die sich extra für unseren Racletteabend Zeit nahm. 🧀🍷 Wir danken der Sektion @diejungemitte_oberwallis & @leo_ruppi herzlich für die Organisation und freuen uns auf das nächste Skiweekend! #DieJungeMitte #Skiweekend #Belalp #Naters #Oberwallis #ViolaAmherd",2025-03-10 13:38:12+00:00,8,137,0,1.0,0
instagram.com,https://www.instagram.com/diejungemitte_ch/,3585193676749962018_2045144402,Dank der grossartigen Unterstützung des Solothurner Stimmvolks konnten wir unseren Wähleranteil um 0.10 % steigern und unsere 20 Sitze im Kantonsrat verteidigen. Mit Andrea Heiri holen wir zudem ein weiteres Kantonsratsmandat in der Amtei Olten-Gösgen.💐 Unsere beiden bisherigen Kantonsrätinnen wurden mit herausragenden Ergebnissen für weitere vier Jahre wiedergewählt.🗳️ Andrea Heiri wird neu in den Kantonsrat gewählt.🔥🚀 Hier ein Überblick über unsere (wieder-)gewählten Kantonsrätinnen: -	Sarah Schreiber-Restelli: 3’642 Stimmen -	Rea Eng-Meister: 3’460 Stimmen -	Andrea Heiri-Zellweger: 2’514 Stimmen In zwei von fünf Amteien (Olten-Gösgen und Dorneck-Thierstein) stellen wir nun den ersten Ersatz-Kantonsrat.🗳️ Dario Spielmann und Raphael Joray verpassten den Einzug in den Kantonsrat nur knapp: -	Dario Spielmann: 2’332 Stimmen -	Raphael Joray: 1’951 Stimmen Vielen Dank für die grossartige Unterstützung und das entgegengebrachte Vertrauen!🧡💜 #MITTEnand #TeamOrange #MitteSO,2025-03-10 12:06:54+00:00,8,92,1,0.17,1
