source_platform,source_platform_url,data.id,data.caption.text,data.caption.created_at,data.media_type,data.like_count,data.comment_count,data.ig_play_count,sentiment_rulebased,voting.topic
instagram.com,https://www.instagram.com/svpch/,3733797670998248618_399954695,"Ich freue mich riesig, euch am 27. Oktober in Geroldswil begrüssen zu dürfen.🇨🇭 Alle sind willkommen! 📍Gemeindesaal, 8954 Geroldswil   🗓️Montag, 27. Oktober 2025 🕰️Türöffnung 18:00 | Start 18:30 |  #Politik #Svp #Schweiz",2025-10-01 12:56:31+00:00,1,590,15,,0.68,0
instagram.com,https://www.instagram.com/svpch/,3732401869575600502_1491469054,"(Link in Bio) Raubüberfalle, Vergewaltigungen, Messerstechereien und Einbrüche sind an der Tagesordnung. Insbesondere kriminelle Asyl-Migranten verüben teils schwerste Gewalttaten. Das herrschende Asyl-Chaos gefährdet die innere Sicherheit der Schweiz und kostet die Steuerzahler Milliarden. Statt die Grenzen zu kontrollieren, verweigert der verantwortliche SP-Bundesrat Jans griffige Massnahmen zum Schutz der eigenen Bevölkerung.",2025-09-29 14:43:32+00:00,8,1972,187,,-1.0,0
instagram.com,https://www.instagram.com/svpch/,3732256724435465016_1491469054,"Linke Gewalt wird verharmlost, doch die Fakten sprechen eine andere Sprache. Mit diversen Beispielen zeigt Nationalrat Michael Graber klar auf, wie die Linke, allen voran die JUSO, immer wieder zu Gewalt aufrufen.",2025-09-29 09:55:53+00:00,2,1412,65,,-1.0,0
instagram.com,https://www.instagram.com/svpch/,3731666035754763375_1491469054,"(Link in Bio) Die SVP nimmt das Ja zur Abschaffung des Eigenmietwertes erfreut zur Kenntnis. Dieser Entscheid ist historisch. Er stärkt den Mittelstand, der jahrzehntelang mit dieser ungerechten «Strafsteuer» belastet worden ist. Mit dem Ja zur Einführung der elektronischen Identität (E-ID-Gesetz) ist der Bundesrat nun in der Pflicht: Wer Freiwilligkeit verspricht, muss sie unbedingt einhalten.",2025-09-28 14:26:15+00:00,1,402,54,,-1.0,3
instagram.com,https://www.instagram.com/svpch/,3730236596315687854_1491469054,"(Link in Bio)Frauen die für ihre Familie da sein wollen, werden steuerlich bestraft? Das ist nicht fair. Deshalb JETZT das Referendum gegen diesen Steuer-Bschiss unterschreiben und sofort einschicken!❌",2025-09-26 15:02:22+00:00,2,320,12,,0.08,0
instagram.com,https://www.instagram.com/svpch/,3729976726911822409_1491469054,"(Link in Bio) Riesen Bürokratie mit 1.6 Millionen Steuererklärungen mehr. Das würde mit der Individualbesteuerung passieren, das macht keinen Sinn. Deshalb JETZT das Referendum gegen diesen Steuer-Bschisserschreiben und sofort einschicken!❌",2025-09-26 06:25:57+00:00,2,229,2,,0.01,0
instagram.com,https://www.instagram.com/svpch/,3729578712569357772_1491469054,"(Link in Bio) Die grosse Mehrheit der Schweizerinnen und Schweizer leidet unter der masslosen Zuwanderung. Aber im Nationalrat herrscht die totale Ignoranz: FDP, Mitte, Grünliberale, SP und Grüne lehnen die Nachhaltigkeits-Initiative «Keine 10-Millionen-Schweiz» ab. Nur die SVP und die EDU wollen die schädliche Massenzuwanderung stoppen.",2025-09-25 17:14:15+00:00,1,2314,88,,-1.0,1
instagram.com,https://www.instagram.com/svpch/,3729529442609159499_1491469054,"Die Individualbesteuerung ist nichts als ein Etikettenschwindel. Sie bestraft vor allem Frauen, Familien und den Mittelstand. Deshalb JETZT das Referendum gegen diesen Steuer-Bschiss unterschreiben und sofort einschicken!❌",2025-09-25 15:37:18+00:00,2,135,2,,-0.48,0
instagram.com,https://www.instagram.com/svpch/,3729486787073980729_1491469054,"(Link in Bio) Das EU-Abkommen zur Lebensmittelsicherheit klingt harmlos - ist es aber nicht. Die EU will die Schweiz in einen ""gemeinsamen Lebensmittelsicherheitsraum"" zwingen und alles regulieren: Von der Dorfbeiz über den Marktstand bis zum Dorffest. Sogar unsere Feldküchen oder Grillstände müssen EU-zertifiziert sein!",2025-09-25 14:11:38+00:00,1,428,20,,-0.49,0
instagram.com,https://www.instagram.com/svpch/,3729370359805143183_1491469054,"(Link in Bio) Die Schweiz leidet unter der masslosen Zuwanderung. Doch statt zu handeln, bricht der Bundesrat die Verfassung und will die Zuwanderung mit dem EU-Unterwerfungsvertrag weiter anheizen. Nationalrat Thomas Matter redet im Parlament Klartext. Doch der zuständige Bundesrat, EU-Turbo Beat Jans (SP), plaudert lieber, statt die Sorgen der Bevölkerung ernst zu nehmen. Deshalb: JA zur Volksinitiative ""Keine 10-Millionen-Schweiz! (Nachhaltigkeits-Initiative)"".",2025-09-25 10:21:13+00:00,2,1005,69,,-0.99,1
instagram.com,https://www.instagram.com/svpch/,3729248809328623469_1491469054,(Link in Bio) Die Heiratsstrafe gehört abgeschafft! Die Individualbesteuerung ist aber der komplett falsche Weg: Sie sorgt für neue Ungerechtigkeiten und noch mehr Bürokratie. Deshalb jetzt das Referendum gegen diesen Steuer-Schwindel unterschreiben und sofort einschicken!❌,2025-09-25 06:20:03+00:00,2,263,8,,-0.88,0
instagram.com,https://www.instagram.com/svpch/,3728711266748746292_1491469054,"(Link in Bio) Die SVP Schweiz hat heute die Volksinitiative «Asylmissbrauch stoppen! (Grenzschutz-Initiative)» eingereicht. Die Schweizer Bevölkerung hat die Nase voll von der illegalen Asylmigration, die uns Milliardenkosten und noch mehr Kriminalität bringt.",2025-09-24 12:30:49+00:00,1,2434,87,,-0.35,0
instagram.com,https://www.instagram.com/svpch/,3728627145326442334_1491469054,"Nationalrat Michael Graber bringt es auf den Punkt: 98 % aller politisch motivierten Gewalttaten wurden in den letzten Jahren von Linksextremen begangen. Diese Zahlen zeigen klar: Die Schweiz hat ein eklatantes Problem mit Linksextremismus, welches endlich angegangen werden muss!",2025-09-24 09:44:37+00:00,2,9337,275,,0.19,0
instagram.com,https://www.instagram.com/svpch/,3728080273238821193_1491469054,Lebensgefahr für Frauen und FDP-Steuer-Bschiss - was in Bern alles schief läuft! | Schauen Sie sich jetzt den Videocast 📺 - Dütsch. Dütlich. DETTLING! - an. Link zur Folge in der Bio.,2025-09-23 15:38:03+00:00,2,837,58,,-0.0,0
instagram.com,https://www.instagram.com/svpch/,3728031413003175754_1491469054,Jetzt abstimmen🗳️! JA✅ zur Abschaffung des Eigenmietwerts 🏡 NEIN❌ zum E-ID-Gesetz 🪪,2025-09-23 14:00:01+00:00,1,502,29,,-0.06,3
instagram.com,https://www.instagram.com/svpch/,3727332956672236810_1491469054,"(Link in Bio) Raubüberfalle, Vergewaltigungen, Messerstechereien und Einbrüche sind an der Tagesordnung. Insbesondere kriminelle Asyl-Migranten verüben teils schwerste Gewalttaten. Das herrschende Asyl-Chaos gefährdet die innere Sicherheit der Schweiz und kostet die Steuerzahler Milliarden. Statt die Grenzen zu kontrollieren, verweigert der verantwortliche SP-Bundesrat Jans griffige Massnahmen zum Schutz der eigenen Bevölkerung.",2025-09-22 14:52:20+00:00,8,481,30,,-1.0,0
instagram.com,https://www.instagram.com/svpch/,3725178811068615946_1491469054,"Die SVP-Fraktion trauert um Alfred «Fredi» Heer. Mit ihm verliert die Schweizer Politik eine markante und unbestechliche Stimme. Über dreissig Jahre lang hat er unsere Partei geprägt und gehörte zu den national bekanntesten Vertretern der SVP. Dabei stellte er nie seine Person oder sein Amt als Nationalrat ins Zentrum. Fredi war ein Volksvertreter, direkt im Umgang, klar in seinen Positionen und respektiert weit über die Parteigrenzen hinaus. Sein unerwarteter Tod trifft uns alle zutiefst. Wir möchten seiner Familie und seinem engsten Umfeld unser herzliches Beileid aussprechen. Lieber Fredi, wir vermissen deinen Humor, deine Schlagfertigkeit und deinen unabhängigen Geist.",2025-09-19 15:32:25+00:00,1,2699,109,,0.31,1
instagram.com,https://www.instagram.com/svpch/,3725061150573758995_1491469054,"(Link in Bio)Obwohl die meisten Kantone die Heiratsstrafe beseitigt haben, soll auf Bundesebene die Individualbesteuerung eingeführt werden. Dadurch müssten alle Kantone ihre Steuersysteme sehr aufwändig revidieren und 1’800’000 zusätzliche Steuererklärungen bewältigen. Die horrenden Kosten dafür trägt der Steuerzahler.",2025-09-19 11:38:40+00:00,1,246,6,,-0.0,0
instagram.com,https://www.instagram.com/svpch/,3724377339116484639_1491469054,"(Link in Bio) Der Bundesrat erhofft sich mit der Individualbesteuerung einen Beschäftigungseffekt. Den wird es sicher geben, aber nicht dort, wo er denkt!",2025-09-18 13:00:02+00:00,1,814,55,,0.37,0
instagram.com,https://www.instagram.com/svpch/,3723608625433628957_1491469054,"(Link in Bio) Die Bundeshausfraktion der SVP befasste sich an ihrer Sitzung eingehend mit den Folgen einer Ablehnung des EU-Unterwerfungsvertrages für die Schweiz sowie mit der Frage des obligatorischen Referendums. Als externe Referenten traten Wirtschaftsprofessor Reiner Eichenberger und alt Bundesrichter Hansjörg Seiler auf. Das Fazit der Experten: Laut Reiner Eichenberger belegt die vom Bundesrat in Auftrag gegebene Ecoplan-Studie, dass ein Nein zum EU-Unterwerfungsvertrag kaum negative Konsequenzen für den Wohlstand der Schweizer Bevölkerung hat. Und gemäss Hansjörg Seiler ist das Ständemehr bei der Abstimmung über den EU-Unterwerfungsvertrag zwingend notwendig.",2025-09-17 11:32:43+00:00,1,567,39,,-0.99,0
instagram.com,https://www.instagram.com/svpch/,3723592340469642224_74858697465,"👉 Eigenmietwert abschaffen: JA zum Bundesbeschluss Zweitwohnungen! 👈⁠ ⁠ Manfred Bühler, Nationalrat SVP, sagt JA zur Abschaffung des Eigenmietwerts ✅⁠ ⁠ Im Alter in Sicherheit wohnen - ein Wunsch vieler. Der Eigenmietwert wird zu einer nicht mehr bezahlbaren Belastung für viele ältere Eigenheimbesitzer. ⁠ ⁠ Jetzt Abstimmungscouvert öffnen und abstimmen! 🗳️⁠ ⁠ 🔗 Freunde & Familie an die Abstimmung erinnern (Link in Bio⁠)⁠ ⁠ 👉 Mehr Informationen: faire-steuern.ch⁠",2025-09-17 11:03:25+00:00,2,127,8,,-0.42,2
instagram.com,https://www.instagram.com/svpch/,3723508400643813956_1491469054,(Link in Bio) Mit dem Eigenmietwert besteuert der Staat heute ein fiktives Einkommen. Das ist nicht korrekt. Darum am 28. September ein klares JA zur Abschaffung des Eigenmietwerts! 🗳️,2025-09-17 08:13:37+00:00,1,333,23,,-0.06,2
instagram.com,https://www.instagram.com/svpch/,3723043536276639165_1491469054,"Statt die Selbstbestimmung der Schweiz zu wahren, will der Bundesrat weitere Kompetenzen an die EU abgeben. So soll künftig der EU-Rat über Grenzschliessungen bei Pandemien entscheiden. Wir unterwerfen uns damit dem EU-Rat, obwohl wir nicht einmal EU-Mitglied sind! Das ist ein Vorgeschmack auf das, was uns mit dem EU-Unterwerfungsvertrag droht. Deshalb sagen wir klar NEIN zu diesem Unterwerfungsvertrag!",2025-09-16 16:50:22+00:00,2,451,23,,-0.47,1
instagram.com,https://www.instagram.com/svpch/,3722253874443915343_1491469054,"(Link in Bio) Raubüberfalle, Vergewaltigungen, Messerstechereien und Einbrüche sind an der Tagesordnung. Insbesondere kriminelle Asyl-Migranten verüben teils schwerste Gewalttaten. Das herrschende Asyl-Chaos gefährdet die innere Sicherheit der Schweiz und kostet die Steuerzahler Milliarden. Statt die Grenzen zu kontrollieren, verweigert der verantwortliche SP-Bundesrat Jans griffige Massnahmen zum Schutz der eigenen Bevölkerung. Unterschreiben Sie deshalb jetzt die Volksinitiative «Asylmissbrauch stoppen! Grenzschutz-Initiative»!",2025-09-15 14:41:14+00:00,8,509,32,,-1.0,0
instagram.com,https://www.instagram.com/svpch/,3721596264543828463_1491469054,Der Eigenmietwert ist eine Steuer💰 auf ein fiktives Einkommen. Diese Ungerechtigkeit gehört beseitigt. Füllt jetzt eure Abstimmungsunterlagen aus und sagt am 28. September JA✅ zur Abschaffung des Eigenmietwerts (Bundesbeschluss vom 20. Dezember 2024 über die kantonalen Liegenschaftssteuern auf Zweitliegenschaften)!,2025-09-14 16:55:30+00:00,2,1065,57,,-0.4,2
instagram.com,https://www.instagram.com/svpch/,3720081816477861716_1491469054,"Die Schweiz steht viel besser da als die EU! 🇨🇭 Die Schweiz hat höhere Löhne, eine tiefere Arbeitslosigkeit, eine tiefere Mehrwertsteuer, eine tiefere Inflation und pro Kopf ein höheres Bruttoinlandprodukt (BIP) als die EU.💰Die Gründe für diesen Erfolg sind unter anderem, dass die Schweiz weniger Regulierungen hat.📄🇨🇭 Dabei wirken die direktdemokratischen Instrumente - insbesondere das stets drohende Referendum - bremsend auf den staatlichen Wildwuchs. Kurz: Das Schweizer System ist besser als jenes der Krisen-EU. Deshalb NEIN zum EU-Unterwerfungsvertrag! ❌",2025-09-12 14:45:35+00:00,1,2397,169,,0.39,0
instagram.com,https://www.instagram.com/svpch/,3719934847897946020_1491469054,"Damit Familien und Senioren endlich entlastet werden, sagt Nationalrat David Zuberbühler am 28. September JA✅ zur Abschaffung des Eigenmietwerts.",2025-09-12 09:53:36+00:00,1,139,11,,-0.05,2
instagram.com,https://www.instagram.com/svpch/,3719387282659239014_1491469054,"Alle Nachbarländer kontrollieren ihre Grenzen. Nur SP-Bundesrat Jans verweigert Grenzkontrollen. Asyl-Chaos, illegale Migration und steigende Kriminalität sind die Folgen. Weil's Jans nicht kann, braucht es unsere Grenzschutz-Initiative, die wir am 24. September einreichen. Danke an alle, die fleissig Unterschriften gesammelt haben!",2025-09-11 15:46:38+00:00,2,1006,45,,-0.16,0
instagram.com,https://www.instagram.com/svpch/,3719341941638122665_1491469054,"(Link in Bio) Am 28. September hat die Stimmbevölkerung eine historische Chance: eine ungerechte, komische und letztlich unverständliche Steuer abzuschaffen. Der Eigenmietwert besteht seit über 110 Jahren und es ist höchste Zeit diesen alten Zopf abzuschneiden. Nur so kann ein gesünderes und verständlicheres Steuersystem für Hauseigentümer eingeführt werden.",2025-09-11 14:15:37+00:00,1,340,35,,-1.0,3
instagram.com,https://www.instagram.com/svpch/,3719207053140287025_1491469054,"Der Eigenmietwert ist eine ungerechte und veraltete Steuer💰. Es ist höchste Zeit, dass diese abgeschafft wird. Deshalb stimmt Nationalrat Thomas Knutti am 28. September JA✅ zur Abschaffung des Eigenmietwerts.",2025-09-11 09:47:35+00:00,1,152,14,,-1.0,2
instagram.com,https://www.instagram.com/svpch/,3719130393376627880_74858697465,"👉 Eigenmietwert abschaffen: JA zum Bundesbeschluss Zweitwohnungen! 👈⁠ ⁠ Thomas Stettler, Nationalrat SVP, sagt JA zur Abschaffung des Eigenmietwerts ✅⁠ ⁠ Wer spart, wird im heutigen System bestraft und wer sich verschuldet, belohnt. Wer sein Wohneigentum abzahlt, sollte nicht bestraft werden.⁠ ⁠ Jetzt Abstimmungscouvert öffnen und abstimmen! 🗳️⁠ ⁠ 🔗 Freunde & Familie an die Abstimmung erinnern: Link in Bio⁠ ⁠ 👉 Mehr Informationen: faire-steuern.ch⁠",2025-09-11 07:18:15+00:00,2,221,7,,-0.19,2
instagram.com,https://www.instagram.com/svpch/,3718489323286130018_1491469054,"Damit die Selbstverantwortung gestärkt💪🏻 und Schulden machen nicht mehr belohnt wird, sagt Nationalrat Roman Bürgi am 28. September JA✅ zur Abschaffung des Eigenmietwerts.",2025-09-10 10:01:36+00:00,1,178,9,,0.52,2
instagram.com,https://www.instagram.com/svpch/,3718432657542975137_74858697465,"👉 Eigenmietwert abschaffen: JA zum Bundesbeschluss Zweitwohnungen! 👈⁠ ⁠ Thomas Knutti, Nationalrat SVP, sagt JA zur Abschaffung des Eigenmietwerts ✅⁠ ⁠ Der Eigenmietwert ist eine Geistersteuer. Eine willkürliche Belastung der Bevölkerung!⁠ ⁠ Jetzt Abstimmungscouvert öffnen und abstimmen! 🗳️⁠ ⁠ 🔗 Freunde & Familie an die Abstimmung erinnern (Link in Bio)⁠ ⁠ 👉 Mehr Informationen: faire-steuern.ch⁠ ⁠",2025-09-10 08:12:01+00:00,2,241,17,,-0.76,2
instagram.com,https://www.instagram.com/svpch/,3717974258938180565_1491469054,"(Link in Bio) Die masslose Zuwanderung und das Asyl-Chaos schaden unserem Land massiv. Doch statt die Sorgen der Bevölkerung ernst zu nehmen und die Probleme zu lösen, will die Mitte-links-Mehrheit in Bundesrat und Parlament mit dem EU-Unterwerfungsvertrag und dem EU-Migrationspakt noch mehr Zuwanderer und Asylschmarotzer ins Land holen. Die Bundeshausfraktion der SVP lehnt dies entschieden ab und setzt sich zusätzlich zur Volksinitiative «Keine 10-Millionen-Schweiz (Nachhaltigkeits-Initiative)» mit einer ausserordentlichen Asyl-Session dafür ein, dass der Missbrauch unseres Asylsystems gestoppt wird.",2025-09-09 16:58:19+00:00,1,2565,165,,-1.0,0
instagram.com,https://www.instagram.com/svpch/,3717824945658380817_1491469054,(Link in Bio) Das Bundesparlament hat im Juni knapp die Einführung der Individualbesteuerung angenommen. Neu soll jeder Ehegatte einzeln eingeschätzt werden und eine eigene Steuerrechnung erhalten. Die grosse Mehrheit der Kantone möchte diese Verkomplizierung für Ehepaare und Behörden vermeiden und bei der gemeinsamen Veranlagung bleiben. Das Stimmvolk sollte über diese einschneidende Vorlage entscheiden können. Deshalb JETZT das Referendum unterschreiben!,2025-09-09 12:01:35+00:00,1,207,19,,-0.38,1
instagram.com,https://www.instagram.com/svpch/,3717763769989755434_1491469054,Unsere Parolen 📢 für die Volksabstimmung 🗳 vom 28. September 2025: JA✅ zur Abschaffung des Eigenmietwerts 🏡 NEIN❌ zum E-ID-Gesetz 🪪 Fülle noch heute deine Abstimmungsunterlagen📝 aus und bringe diese umgehend zur Post oder zur Gemeinde.,2025-09-09 10:00:03+00:00,1,843,43,,-0.05,3
instagram.com,https://www.instagram.com/svpch/,3717182340713012234_1491469054,"(Link in Bio) Raubüberfalle, Vergewaltigungen, Messerstechereien und Einbrüche sind an der Tagesordnung. Insbesondere kriminelle Asyl-Migranten verüben teils schwerste Gewalttaten. Das herrschende Asyl-Chaos gefährdet die innere Sicherheit der Schweiz und kostet die Steuerzahler Milliarden. Statt die Grenzen zu kontrollieren, verweigert der verantwortliche SP-Bundesrat Jans griffige Massnahmen zum Schutz der eigenen Bevölkerung. Unterschreiben Sie deshalb jetzt die Volksinitiative «Asylmissbrauch stoppen! Grenzschutz-Initiative»!",2025-09-08 14:44:53+00:00,8,453,48,,-1.0,0
instagram.com,https://www.instagram.com/svpch/,3717034931789870228_1491469054,"Die SVP reicht am 24. September die Grenzschutz-Initiative ein. Parteichef Marcel Dettling erklärt im Blick-Interview, weshalb er schärfere Grenzkontrollen fordert und wie der Asyl-Missbrauch zu stoppen ist. 👉🏻 Link zum Interview in der Bio",2025-09-08 09:52:00+00:00,1,1587,87,,0.21,0
instagram.com,https://www.instagram.com/svpch/,3714282607443047727_1491469054,"Familiennachzug direkt in die Sozialhilfe ❗ Heute schon kommen 3 von 10 EU-Zuwanderern wegen des Familiennachzugs 👨‍👩‍👧‍👦. Mit dem EU-Unterwerfungsvertrag soll der Familiennachzug ausgeweitet werden. Zur Familie zählen: Ehegatte 💍, Partner, Kinder, Stiefkinder 👶🏻, Enkel 👦🏻, Eltern 👵🏻👴🏻, Grosseltern, Schwiegereltern und weitere pflegebedürftige Angehörige 🧓🏻. Ein EU-Bürger kann so 5, 10 oder mehr Personen in die Schweiz holen 🛬, die Zugang zur Sozialhilfe 💰 haben, ohne dass er für sie aufkommen muss. Wir Steuerzahler bezahlen! 🤬 Glauben Sie das Märchen der EU-Turbos nicht, dass nur Erwerbstätige EU-Bürger in die Schweiz kommen. NEIN zum EU-Unterwerfungsvertrag! 🚫",2025-09-04 14:43:35+00:00,1,913,57,,0.02,0
instagram.com,https://www.instagram.com/svpch/,3714275869830426095_74858697465,"👉 Eigenmietwert abschaffen: JA zum Bundesbeschluss Zweitwohnungen! 👈⁠ ⁠ Roman Hug, Nationalrat SVP, sagt JA zur Abschaffung des Eigenmietwerts am 28. September! ✅⁠ ⁠ Das heutige System mit dem Eigenmietwert ist ein Sonderfall der Schweiz. Es belohnt Verschuldung und bestraft Eigenverantwortung. Das muss sich ändern!⁠ ⁠ 🔗 Jetzt informieren: faire-steuern.ch (Link in Bio)",2025-09-04 14:33:12+00:00,2,130,4,,-0.45,2
instagram.com,https://www.instagram.com/svpch/,3714245717868184162_74858697465,"👉 Eigenmietwert abschaffen: JA zum Bundesbeschluss Zweitwohnungen! 👈⁠ ⁠ Stefanie Heimgartner, Nationalrätin SVP, sagt JA zur Abschaffung des Eigenmietwerts am 28. September! ✅⁠ ⁠ Der Eigenmietwert macht den Traum vom Eigenheim kaputt. Wohneigentum ist schon heute teuer und durch den Eigenmietwert wird es für junge Familien, Mieter und Erstkäufer fast unerschwinglich.⁠ ⁠ 🔗 Jetzt informieren: faire-steuern.ch (Link in Bio)",2025-09-04 13:33:13+00:00,2,189,17,,-0.48,2
instagram.com,https://www.instagram.com/svpch/,3714186169849274472_74858697465,"👉 Eigenmietwert abschaffen: JA zum Bundesbeschluss Zweitwohnungen! 👈⁠ ⁠ Monika Rüegger, Nationalrätin SVP, sagt JA zur Abschaffung des Eigenmietwerts am 28. September! ✅⁠ ⁠ Eine Zweitwohnungssteuer für touristische Orte ist richtig. Wer ein Ferienhaus besitzt, soll auch seinen Beitrag an die Infrastruktur leisten können, ohne dabei doppelt belastet zu werden.⁠ ⁠ 🔗 Jetzt informieren: faire-steuern.ch (Link in Bio)",2025-09-04 11:34:10+00:00,2,157,16,,-0.56,2
instagram.com,https://www.instagram.com/svpch/,3713577287469099984_1491469054,"(Link in Bio) Die Krisen-EU sucht dringend neue Netto-Zahler. Mit dem Unterwerfungsvertrag müsste die Schweiz Milliarden über Milliarden nach Brüssel zahlen. Die EU würde die Schweizer Steuerzahlerinnen und Steuerzahler ausnehmen wie eine Weihnachtsgans. Allein die direkten Kosten, die dieser Vertrag bringt, sind haarsträubend hoch. Was die EU-Turbos verschweigen: Auch die indirekten Kosten gehen in die Milliarden.",2025-09-03 15:22:15+00:00,1,1211,57,,-0.8,0
instagram.com,https://www.instagram.com/svpch/,3713415892396007261_1491469054,"Wohneigentümer werden bestraft, wenn sie in ihrem Eigenheim🏠 wohnen. Diese Absurdität gehört abgeschafft. Deshalb sagt Nationalrat Pascal Schmid am 28. September JA✅ zur Abschaffung des Eigenmietwerts.",2025-09-03 10:01:36+00:00,1,177,13,,-0.55,2
instagram.com,https://www.instagram.com/svpch/,3712657428300285892_1491469054,"(Link in Bio) Die Gesundheitskosten explodieren: Seit dem Jahr 2000 haben sie sich mehr als verdoppelt. Zu den wichtigsten Kostentreibern gehört die masslose Zuwanderung. Zuwanderer profitieren vom ersten Tag in der Schweiz von unserem Gesundheitssystem – ohne jemals einen Franken einbezahlt zu haben. Auch Asylmigranten erhalten sofort Zugang zu sämtlichen Gesundheits-Leistungen – und verursachen erwiesenermassen höhere Kosten als der Rest der Bevölkerung. Um die Gesundheitskosten endlich in den Griff zu bekommen, sind Reformen dringend nötig. Dazu gehören eine höhere Kostenbeteiligung von Zuwanderern und Einschränkungen bei den Leistungen für Asylanten.",2025-09-02 08:54:40+00:00,1,6598,334,,0.19,0
instagram.com,https://www.instagram.com/svpch/,3712138872143852534_1491469054,"(Link in der Bio) In der Schule Goldingen in Eschenbach SG haben sich Eltern dagegen gewehrt, dass eine Lehrerin mit Kopftuch ihre Kinder unterrichten sollte. Mit Erfolg: Sie sahen den religionsneutralen Unterricht gefährdet und liessen nicht locker, bis die Schulleitung einlenkte und die Lehrerin nicht einstellte. Ebenfalls wurde im Kanton Bern das Arbeitsverhältnis einer Lehrerin aufgehoben, welche mit Kopftuch unterrichtete.",2025-09-01 15:44:25+00:00,1,5873,634,,-0.27,0
instagram.com,https://www.instagram.com/svpch/,3712086410905074782_1491469054,"(Link in Bio) Raubüberfalle, Vergewaltigungen, Messerstechereien und Einbrüche sind an der Tagesordnung. Insbesondere kriminelle Asyl-Migranten verüben teils schwerste Gewalttaten. Das herrschende Asyl-Chaos gefährdet die innere Sicherheit der Schweiz und kostet die Steuerzahler Milliarden. Statt die Grenzen zu kontrollieren, verweigert der verantwortliche SP-Bundesrat Jans griffige Massnahmen zum Schutz der eigenen Bevölkerung. Unterschreiben Sie deshalb jetzt die Volksinitiative «Asylmissbrauch stoppen! Grenzschutz-Initiative»!",2025-09-01 14:00:10+00:00,8,1323,154,,-1.0,0
instagram.com,https://www.instagram.com/svpch/,3712056535221424352_74858697465,"Esther Friedli, Ständerätin SVP, sagt JA zur Abschaffung des Eigenmietwerts ✅⁠ ⁠ Die Eigenmietwert-Steuer wird auf Mieteinnahmen erhoben, die es gar nicht gibt. Das ist willkürlich und ungerecht.⁠ ⁠ JA zur Abschaffung des Eigenmietwerts am 28. September! 🗳️⁠ ⁠ 🔗 Jetzt informieren: faire-steuern.ch (Link in Bio)",2025-09-01 13:03:48+00:00,2,211,23,,-1.0,2
instagram.com,https://www.instagram.com/svpch/,3711966159613870784_74858697465,"Pascal Schmid, Nationalrat SVP, sagt JA zur Abschaffung des Eigenmietwerts ✅⁠ ⁠ Die Eigenmietwertsteuer ist unfair. Es wird ein Einkommen besteuert, das es gar nicht gibt.⁠ ⁠ JA zur Abschaffung des Eigenmietwerts am 28. September! 🗳️⁠ ⁠ 🔗 Jetzt informieren: faire-steuern.ch (Link in Bio)",2025-09-01 10:03:28+00:00,2,251,9,,-1.0,2
instagram.com,https://www.instagram.com/svpch/,3711187716244632562_1491469054,"Nationalrat Mike Egger stimmt am 28. September JA✅ zur Abschaffung des Eigenmietwerts, damit diese ungerechte Geistersteuer💰 abgeschafft wird.",2025-08-31 08:14:36+00:00,1,250,6,,-0.85,2
instagram.com,https://www.instagram.com/svpch/,3710659231541464837_1491469054,"Nationalrat Lukas Reimann stimmt am 28. September JA✅ zur Abschaffung des Eigenmietwerts, damit diese unfaire Steuer💰 endlich abgeschafft wird.",2025-08-30 14:44:36+00:00,1,197,10,,-0.95,2
instagram.com,https://www.instagram.com/svpch/,3710524200898593640_1491469054,(Link in der Bio) Die Sicherheit der Schweizer Bevölkerung hat oberste Priorität: Die SVP-Fraktion lehnt militärische Abenteuer mit der EU ab und befürwortet den vereinfachten Landesverweis für Kriminaltouristen und Illegale.,2025-08-30 10:16:20+00:00,1,697,28,,-0.34,0
instagram.com,https://www.instagram.com/svpch/,3710448461952114493_1491469054,"Marcel Dettling spricht mit Bundesrat Rösti über Kernkraft, Staustunden und dessen TikTok-Trend | Schauen Sie sich jetzt den Videocast 📺 - Dütsch. Dütlich. DETTLING! - an. 👉🏻 www.svp.ch/ddd",2025-08-30 07:46:31+00:00,2,929,14,,0.0,0
instagram.com,https://www.instagram.com/svpch/,3710365081864569663_1491469054,Am 4. Oktober 2025 findet die nächste SVP Academy statt. Es geht um den EU-Unterwerfungsvertrag und alles was sie dazu wissen müssen.🎓🇨🇭 Melden Sie sich jetzt an unter: svp.ch/svp-academy (Link in Bio),2025-08-30 05:00:10+00:00,1,245,6,,0.23,0
instagram.com,https://www.instagram.com/svpch/,3709998734651526380_1491469054,"(Link in der Bio) Asyl, Schuldenbremse und obligatorische Volksabstimmung zum EU-Unterwerfungsvertrag: Die SVP-Fraktion traf sich am Rande des Eidgenössischen Schwingfests in Glarus.",2025-08-29 16:52:18+00:00,1,1801,4,,0.0,1
instagram.com,https://www.instagram.com/svpch/,3709793524654104234_1491469054,"Damit die Eigenverantwortung gestärkt und der Mittelstand endlich entlastet💰 wird, sagt Nationalrat Ernst Wandfluh am 28. September JA✅ zur Abschaffung des Eigenmietwerts.",2025-08-29 10:04:38+00:00,1,162,1,,-0.05,2
instagram.com,https://www.instagram.com/svpch/,3709668197172858250_1491469054,Der Eigenmietwert belastet Rentnerinnen und Rentner mit Wohneigentum🏠 zusätzlich. Diese Ungerechtigkeit gehört beseitigt. Darum sagt Nationalrat Erich Hess am 28. September JA✅ zur Abschaffung des Eigenmietwerts.,2025-08-29 05:55:39+00:00,1,280,12,,-0.91,2
